energy_system_scenario,freight_demand_scenario,year,region,technology,freight_ton_mile_travel
50% CO2 reduction by 2050,Population Shift,2045,north_central,diesel,168000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_central,hydrogen,205000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_central,biodiesel,158000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_central,catenary,182000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_central,battery,206000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_east,diesel,213000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_east,hydrogen,213000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_east,biodiesel,152000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_east,catenary,167000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_east,battery,194000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_west,diesel,172000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_west,hydrogen,202000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_west,biodiesel,155000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_west,catenary,199000000000.0
50% CO2 reduction by 2050,Population Shift,2045,north_west,battery,167000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_east,diesel,161000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_east,hydrogen,202000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_east,biodiesel,181000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_east,catenary,177000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_east,battery,176000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_west,diesel,155000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_west,hydrogen,193000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_west,biodiesel,204000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_west,catenary,149000000000.0
50% CO2 reduction by 2050,Population Shift,2045,south_west,battery,180000000000.0
50% CO2 reduction by 2050,Population Shift,2045,texas,diesel,209000000000.0
50% CO2 reduction by 2050,Population Shift,2045,texas,hydrogen,186000000000.0
50% CO2 reduction by 2050,Population Shift,2045,texas,biodiesel,169000000000.0
50% CO2 reduction by 2050,Population Shift,2045,texas,catenary,190000000000.0
50% CO2 reduction by 2050,Population Shift,2045,texas,battery,157000000000.0
50% CO2 reduction by 2050,Population Shift,2050,california,diesel,205000000000.0
50% CO2 reduction by 2050,Population Shift,2050,california,hydrogen,177000000000.0
50% CO2 reduction by 2050,Population Shift,2050,california,biodiesel,198000000000.0
50% CO2 reduction by 2050,Population Shift,2050,california,catenary,159000000000.0
50% CO2 reduction by 2050,Population Shift,2050,california,battery,178000000000.0
50% CO2 reduction by 2050,Population Shift,2050,central,diesel,158000000000.0
50% CO2 reduction by 2050,Population Shift,2050,central,hydrogen,194000000000.0
50% CO2 reduction by 2050,Population Shift,2050,central,biodiesel,158000000000.0
50% CO2 reduction by 2050,Population Shift,2050,central,catenary,161000000000.0
50% CO2 reduction by 2050,Population Shift,2050,central,battery,215000000000.0
50% CO2 reduction by 2050,Population Shift,2050,middle_atlantic,diesel,210000000000.0
50% CO2 reduction by 2050,Population Shift,2050,middle_atlantic,hydrogen,205000000000.0
50% CO2 reduction by 2050,Population Shift,2050,middle_atlantic,biodiesel,179000000000.0
50% CO2 reduction by 2050,Population Shift,2050,middle_atlantic,catenary,158000000000.0
50% CO2 reduction by 2050,Population Shift,2050,middle_atlantic,battery,169000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_central,diesel,182000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_central,hydrogen,202000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_central,biodiesel,164000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_central,catenary,166000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_central,battery,199000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_east,diesel,207000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_east,hydrogen,158000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_east,biodiesel,190000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_east,catenary,185000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_east,battery,206000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_west,diesel,195000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_west,hydrogen,205000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_west,biodiesel,164000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_west,catenary,206000000000.0
50% CO2 reduction by 2050,Population Shift,2050,north_west,battery,208000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_east,diesel,200000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_east,hydrogen,146000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_east,biodiesel,193000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_east,catenary,188000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_east,battery,206000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_west,diesel,151000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_west,hydrogen,154000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_west,biodiesel,204000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_west,catenary,170000000000.0
50% CO2 reduction by 2050,Population Shift,2050,south_west,battery,196000000000.0
50% CO2 reduction by 2050,Population Shift,2050,texas,diesel,206000000000.0
50% CO2 reduction by 2050,Population Shift,2050,texas,hydrogen,157000000000.0
50% CO2 reduction by 2050,Population Shift,2050,texas,biodiesel,187000000000.0
50% CO2 reduction by 2050,Population Shift,2050,texas,catenary,144000000000.0
50% CO2 reduction by 2050,Population Shift,2050,texas,battery,189000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,california,diesel,165000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,california,hydrogen,177000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,california,biodiesel,180000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,california,catenary,182000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,california,battery,182000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,central,diesel,194000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,central,hydrogen,169000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,central,biodiesel,193000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,central,catenary,161000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,central,battery,206000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,middle_atlantic,diesel,144000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,middle_atlantic,hydrogen,155000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,middle_atlantic,biodiesel,158000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,middle_atlantic,catenary,185000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,middle_atlantic,battery,202000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_central,diesel,175000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_central,hydrogen,148000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_central,biodiesel,192000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_central,catenary,199000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_central,battery,176000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_east,diesel,212000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_east,hydrogen,180000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_east,biodiesel,165000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_east,catenary,187000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_east,battery,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_west,diesel,180000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_west,hydrogen,151000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_west,biodiesel,181000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_west,catenary,163000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,north_west,battery,215000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_east,diesel,190000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_east,hydrogen,195000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_east,biodiesel,173000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_east,catenary,161000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_east,battery,205000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_west,diesel,198000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_west,hydrogen,155000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_west,biodiesel,159000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_west,catenary,174000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,south_west,battery,199000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,texas,diesel,189000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,texas,hydrogen,147000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,texas,biodiesel,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,texas,catenary,154000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2025,texas,battery,209000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,california,diesel,192000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,california,hydrogen,151000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,california,biodiesel,196000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,california,catenary,175000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,california,battery,153000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,central,diesel,169000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,central,hydrogen,146000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,central,biodiesel,170000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,central,catenary,191000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,central,battery,182000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,middle_atlantic,diesel,188000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,middle_atlantic,hydrogen,206000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,middle_atlantic,biodiesel,183000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,middle_atlantic,catenary,181000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,middle_atlantic,battery,205000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_central,diesel,165000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_central,hydrogen,166000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_central,biodiesel,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_central,catenary,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_central,battery,144000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_east,diesel,157000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_east,hydrogen,171000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_east,biodiesel,189000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_east,catenary,158000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_east,battery,150000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_west,diesel,206000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_west,hydrogen,185000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_west,biodiesel,184000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_west,catenary,157000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,north_west,battery,214000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_east,diesel,152000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_east,hydrogen,201000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_east,biodiesel,192000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_east,catenary,181000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_east,battery,157000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_west,diesel,208000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_west,hydrogen,183000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_west,biodiesel,145000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_west,catenary,180000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,south_west,battery,145000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,texas,diesel,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,texas,hydrogen,182000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,texas,biodiesel,203000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,texas,catenary,205000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2030,texas,battery,154000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,california,diesel,146000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,california,hydrogen,211000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,california,biodiesel,147000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,california,catenary,147000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,california,battery,200000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,central,diesel,164000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,central,hydrogen,158000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,central,biodiesel,185000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,central,catenary,211000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,central,battery,145000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,middle_atlantic,diesel,184000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,middle_atlantic,hydrogen,207000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,middle_atlantic,biodiesel,190000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,middle_atlantic,catenary,196000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,middle_atlantic,battery,195000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,north_central,diesel,163000000000.0
100% CO2 reduction by 2050,Agricultural Shift,2035,north_central,hydrogen,195000000000.0
