energy_system_scenario,freight_demand_scenario,year,region,technology,number_of_locomotives,number_of_tender_cars,locomotive_hours,tender_hours,cost_per_locomotive ($),cost_per_tender ($),cost_per_locomotive_hour ($),cost_per_tender_hour ($)
50% CO2 reduction by 2050,Population Shift,2025,north_central,hydrogen,2527,2527,11063,11063,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_central,biodiesel,3278,0,14351,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_central,battery,2618,7854,11462,34385,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_east,diesel,2591,0,11343,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_east,hydrogen,3273,3273,14329,14329,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_east,biodiesel,2884,0,12626,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_east,battery,2347,7041,10275,30825,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_west,diesel,3165,0,13856,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_west,hydrogen,2710,2710,11864,11864,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_west,biodiesel,2219,0,9715,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,north_west,battery,2773,8319,12140,36421,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_east,diesel,2279,0,9977,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_east,hydrogen,2662,2662,11654,11654,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_east,biodiesel,2275,0,9960,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_east,battery,3151,9453,13795,41385,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_west,diesel,2478,0,10849,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_west,hydrogen,2271,2271,9942,9942,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_west,biodiesel,2763,0,12096,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,south_west,battery,2625,7875,11492,34477,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,texas,diesel,2837,0,12420,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,texas,hydrogen,3013,3013,13191,13191,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,texas,biodiesel,3143,0,13760,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2025,texas,battery,2568,7704,11243,33728,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,california,diesel,3139,0,13743,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,california,hydrogen,3193,3193,13979,13979,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,california,biodiesel,2303,0,10083,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,california,battery,2492,7476,10910,32730,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,central,diesel,3145,0,13769,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,central,hydrogen,2935,2935,12849,12849,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,central,biodiesel,2215,0,9697,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,central,battery,3065,9195,13419,40256,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,diesel,2213,0,9689,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,hydrogen,2368,2368,10367,10367,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,biodiesel,2420,0,10595,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,middle_atlantic,battery,3139,9417,13743,41228,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_central,diesel,2787,0,12201,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_central,hydrogen,3179,3179,13918,13918,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_central,biodiesel,2648,0,11593,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_central,battery,2674,8022,11707,35120,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_east,diesel,2646,0,11584,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_east,hydrogen,2592,2592,11348,11348,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_east,biodiesel,2736,0,11978,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_east,battery,2516,7548,11015,33045,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_west,diesel,2635,0,11536,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_west,hydrogen,2601,2601,11387,11387,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_west,biodiesel,2764,0,12101,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,north_west,battery,2453,7359,10739,32218,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_east,diesel,2625,0,11492,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_east,hydrogen,2333,2333,10214,10214,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_east,biodiesel,2191,0,9592,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_east,battery,2720,8160,11908,35724,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_west,diesel,2418,0,10586,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_west,hydrogen,3066,3066,13423,13423,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_west,biodiesel,3203,0,14023,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,south_west,battery,2593,7779,11352,34056,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,texas,diesel,2415,0,10573,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,texas,hydrogen,2908,2908,12731,12731,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,texas,biodiesel,2858,0,12512,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2030,texas,battery,2542,7626,11129,33387,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,california,diesel,2286,0,10008,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,california,hydrogen,2210,2210,9675,9675,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,california,biodiesel,2858,0,12512,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,california,battery,2532,7596,11085,33255,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,central,diesel,2671,0,11694,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,central,hydrogen,2821,2821,12350,12350,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,central,biodiesel,2746,0,12022,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,central,battery,2403,7209,10520,31561,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,diesel,2707,0,11851,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,hydrogen,3020,3020,13222,13222,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,biodiesel,2721,0,11913,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,middle_atlantic,battery,2635,7905,11536,34608,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_central,diesel,2834,0,12407,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_central,hydrogen,2520,2520,11033,11033,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_central,biodiesel,2522,0,11041,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_central,battery,2358,7074,10323,30970,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_east,diesel,3021,0,13226,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_east,hydrogen,2629,2629,11510,11510,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_east,biodiesel,2368,0,10367,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_east,battery,2882,8646,12617,37852,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_west,diesel,3240,0,14185,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_west,hydrogen,2633,2633,11527,11527,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_west,biodiesel,2868,0,12556,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,north_west,battery,2645,7935,11580,34739,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_east,diesel,2572,0,11260,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_east,hydrogen,3063,3063,13410,13410,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_east,biodiesel,2292,0,10034,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_east,battery,3014,9042,13195,39586,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_west,diesel,2880,0,12609,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_west,hydrogen,3134,3134,13721,13721,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_west,biodiesel,2892,0,12661,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,south_west,battery,2635,7905,11536,34608,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,texas,diesel,2482,0,10866,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,texas,hydrogen,2312,2312,10122,10122,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,texas,biodiesel,2743,0,12009,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2035,texas,battery,3018,9054,13213,39638,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,california,diesel,2984,0,13064,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,california,hydrogen,2552,2552,11173,11173,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,california,biodiesel,2595,0,11361,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,california,battery,2447,7341,10713,32139,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,central,diesel,2794,0,12232,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,central,hydrogen,3196,3196,13992,13992,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,central,biodiesel,3265,0,14294,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,central,battery,2784,8352,12188,36565,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,diesel,3171,0,13883,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,hydrogen,3273,3273,14329,14329,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,biodiesel,2575,0,11273,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,middle_atlantic,battery,2862,8586,12530,37590,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_central,diesel,2728,0,11943,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_central,hydrogen,2269,2269,9934,9934,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_central,biodiesel,3267,0,14303,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_central,battery,2932,8796,12836,38509,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_east,diesel,3263,0,14285,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_east,hydrogen,2559,2559,11203,11203,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_east,biodiesel,2765,0,12105,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_east,battery,3084,9252,13502,40505,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_west,diesel,3210,0,14053,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_west,hydrogen,2755,2755,12061,12061,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_west,biodiesel,2319,0,10153,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,north_west,battery,2660,7980,11645,34936,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_east,diesel,2400,0,10507,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_east,hydrogen,2668,2668,11681,11681,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_east,biodiesel,3185,0,13944,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_east,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_east,battery,3153,9459,13804,41412,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_west,diesel,2749,0,12035,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_west,hydrogen,2799,2799,12254,12254,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_west,biodiesel,2195,0,9610,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_west,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,south_west,battery,2214,6642,9693,29079,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,texas,diesel,2245,0,9829,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,texas,hydrogen,2796,2796,12241,12241,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,texas,biodiesel,2807,0,12289,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,texas,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2040,texas,battery,3076,9228,13467,40400,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,california,diesel,2530,0,11076,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,california,hydrogen,3193,3193,13979,13979,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,california,biodiesel,2548,0,11155,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,california,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,california,battery,2760,8280,12083,36250,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,central,diesel,3230,0,14141,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,central,hydrogen,2811,2811,12307,12307,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,central,biodiesel,2516,0,11015,0,3500000,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,central,catenary,0,0,0,0,0,0,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,central,battery,2308,6924,10104,30313,3500000,190000,93.09,23.27
50% CO2 reduction by 2050,Population Shift,2045,middle_atlantic,diesel,2876,0,12591,0,3500000,0,93.09,23.27
